touchpoint_id,customer_id,campaign_id,interaction_timestamp,interaction_date,touchpoint_order,total_customer_touchpoints,channel_type,utm_source,utm_medium,utm_campaign,consumer_stage,device_type,session_duration_sec,touchpoint_clicks,touchpoint_impressions,survey_engagement_rating,survey_sentiment_rating,survey_cross_channel_influence_rating,survey_perceived_value_rating,survey_effectiveness_rating,touchpoint_marketing_cost
TP1138,C400,CMP13,2024-05-30 22:13:00,2024-05-30,4,4,Web,website,web_referral,CMP13_social_media,Consideration,Desktop,106,9,193,0.74,-0.0,0.12,0.83,0.58,6.66
TP2473,C401,CMP19,2024-03-08 07:54:00,2024-03-08,1,9,Social,social_media,paid_social,CMP19_social_media,Awareness,Tablet,831,9,107,0.79,-0.3,0.3,0.54,0.73,8.35
TP2309,C401,CMP03,2024-04-07 03:11:00,2024-04-07,2,9,In-Store,offline_store,offline,CMP03_influencer,Retention,Tablet,974,9,101,0.58,0.83,0.35,0.53,0.37,9.04
TP418,C401,CMP01,2024-04-15 23:06:00,2024-04-15,3,9,Social,social_media,paid_social,CMP01_email,Retention,Tablet,428,5,109,0.03,-0.53,0.25,1.0,0.12,2.92
TP1844,C401,CMP15,2024-04-21 07:07:00,2024-04-21,4,9,Social,social_media,paid_social,CMP15_display,Awareness,Desktop,764,8,18,0.95,-0.16,0.03,0.48,0.99,8.38
TP303,C401,CMP14,2024-05-02 03:50:00,2024-05-02,5,9,Mobile,mobile_app,mobile_push,CMP14_email,Awareness,Desktop,810,2,83,0.01,-0.24,0.77,0.26,0.41,9.44
TP1113,C401,CMP09,2024-05-08 04:16:00,2024-05-08,6,9,Email,email,email,CMP09_social_media,Consideration,Mobile,486,7,22,0.43,0.17,0.71,0.69,0.48,7.81
TP1070,C401,CMP04,2024-05-19 17:58:00,2024-05-19,7,9,Web,website,web_referral,CMP04_display,Consideration,Mobile,360,4,83,0.67,-0.32,0.97,0.11,0.74,2.5
TP832,C401,CMP16,2024-05-21 11:35:00,2024-05-21,8,9,Social,social_media,paid_social,CMP16_social_media,Consideration,Mobile,913,5,6,0.47,0.42,0.15,0.31,0.87,6.06
TP1963,C401,CMP11,2024-06-03 08:36:00,2024-06-03,9,9,Email,email,email,CMP11_display,Awareness,Tablet,224,1,61,0.87,-0.26,0.15,0.03,0.89,5.18
TP096,C402,CMP10,2024-03-22 21:05:00,2024-03-22,1,7,In-Store,offline_store,offline,CMP10_email,Consideration,Tablet,1151,1,173,0.05,-0.78,0.1,0.68,0.3,6.52
TP396,C402,CMP03,2024-04-11 15:11:00,2024-04-11,2,7,Web,website,web_referral,CMP03_influencer,Conversion,Tablet,602,5,30,0.71,-0.08,0.13,0.93,0.37,9.05
TP1423,C402,CMP14,2024-05-03 00:24:00,2024-05-03,3,7,Email,email,email,CMP14_email,Conversion,Tablet,1180,7,19,0.23,-0.23,0.61,0.06,0.29,9.76
TP2191,C402,CMP12,2024-05-06 18:35:00,2024-05-06,4,7,Web,website,web_referral,CMP12_influencer,Conversion,Tablet,766,4,10,0.24,-0.42,0.3,0.89,0.37,8.88
TP921,C402,CMP02,2024-05-13 15:06:00,2024-05-13,5,7,Mobile,mobile_app,mobile_push,CMP02_email,Retention,Desktop,1089,0,19,0.96,0.8,0.55,0.35,0.4,2.35
TP2581,C402,CMP10,2024-05-19 06:46:00,2024-05-19,6,7,Social,social_media,paid_social,CMP10_email,Awareness,Tablet,376,1,167,0.13,0.7,0.1,0.02,0.92,3.77
TP1988,C402,CMP18,2024-05-28 14:03:00,2024-05-28,7,7,Web,website,web_referral,CMP18_influencer,Consideration,Tablet,535,4,80,0.96,0.14,0.44,0.97,0.19,0.78
TP1155,C403,CMP01,2024-03-08 21:03:00,2024-03-08,1,5,Web,website,web_referral,CMP01_email,Retention,Tablet,765,2,35,0.0,0.1,0.73,0.8,0.02,8.0
TP288,C403,CMP18,2024-03-25 06:37:00,2024-03-25,2,5,Web,website,web_referral,CMP18_influencer,Awareness,Mobile,977,1,135,0.38,0.38,0.55,0.56,0.63,4.13
TP785,C403,CMP06,2024-05-02 04:28:00,2024-05-02,3,5,Web,website,web_referral,CMP06_display,Conversion,Mobile,255,8,12,0.23,0.82,0.89,0.18,0.27,9.96
TP327,C403,CMP12,2024-05-06 22:45:00,2024-05-06,4,5,In-Store,offline_store,offline,CMP12_influencer,Awareness,Tablet,899,1,33,0.41,0.76,0.89,0.85,0.06,8.8
TP1746,C403,CMP10,2024-06-15 21:20:00,2024-06-15,5,5,Social,social_media,paid_social,CMP10_email,Awareness,Tablet,512,7,109,0.9,-0.82,0.86,0.1,0.63,2.84
TP2609,C404,CMP07,2024-03-09 01:54:00,2024-03-09,1,6,Web,website,web_referral,CMP07_email,Retention,Desktop,1030,9,126,0.24,-0.59,0.25,0.38,0.99,9.33
TP413,C404,CMP10,2024-04-03 10:53:00,2024-04-03,2,6,Web,website,web_referral,CMP10_email,Awareness,Mobile,1083,1,56,0.7,0.6,0.85,0.07,0.96,2.36
TP2299,C404,CMP04,2024-05-13 17:47:00,2024-05-13,3,6,Email,email,email,CMP04_display,Awareness,Desktop,475,1,134,0.35,-0.88,0.69,0.56,0.19,8.2
TP2424,C404,CMP11,2024-06-01 23:23:00,2024-06-01,4,6,In-Store,offline_store,offline,CMP11_display,Awareness,Desktop,1178,6,189,0.55,-0.39,0.14,0.63,0.94,2.25
TP375,C404,CMP09,2024-06-09 15:57:00,2024-06-09,5,6,Email,email,email,CMP09_social_media,Consideration,Mobile,1161,2,124,0.43,-0.63,0.09,0.27,0.02,9.88
TP1755,C404,CMP13,2024-06-12 13:43:00,2024-06-12,6,6,In-Store,offline_store,offline,CMP13_social_media,Retention,Mobile,44,9,80,0.63,-0.33,0.21,0.02,0.92,6.76
TP1163,C405,CMP01,2024-04-01 17:40:00,2024-04-01,1,3,Web,website,web_referral,CMP01_email,Awareness,Tablet,157,8,23,0.34,-0.09,0.73,0.52,0.05,4.21
TP1014,C405,CMP14,2024-04-30 22:29:00,2024-04-30,2,3,Social,social_media,paid_social,CMP14_email,Conversion,Mobile,571,0,174,0.56,0.84,0.77,0.94,0.99,7.44
TP1565,C405,CMP03,2024-06-05 15:07:00,2024-06-05,3,3,Web,website,web_referral,CMP03_influencer,Retention,Desktop,775,7,123,0.43,-0.96,0.24,0.25,0.35,2.78
TP1878,C406,CMP05,2024-04-21 04:49:00,2024-04-21,1,4,In-Store,offline_store,offline,CMP05_email,Consideration,Tablet,681,0,126,0.49,-0.69,0.99,0.47,0.91,2.6
TP2308,C406,CMP10,2024-05-12 02:07:00,2024-05-12,2,4,Mobile,mobile_app,mobile_push,CMP10_email,Awareness,Desktop,487,8,144,0.76,-0.32,0.21,0.21,0.36,9.85
TP1398,C406,CMP04,2024-06-06 16:40:00,2024-06-06,3,4,Web,website,web_referral,CMP04_display,Conversion,Desktop,165,9,79,0.91,0.54,0.9,0.14,0.83,2.72
TP2500,C406,CMP17,2024-06-27 18:44:00,2024-06-27,4,4,In-Store,offline_store,offline,CMP17_display,Conversion,Desktop,377,8,189,1.0,-0.23,0.8,0.74,0.08,3.36
TP1964,C407,CMP05,2024-03-02 01:38:00,2024-03-02,1,7,Web,website,web_referral,CMP05_email,Awareness,Desktop,1072,7,106,0.47,0.18,0.88,0.43,0.72,7.56
TP160,C407,CMP07,2024-03-03 20:19:00,2024-03-03,2,7,Email,email,email,CMP07_email,Retention,Mobile,877,6,121,0.16,0.83,0.73,0.45,0.99,1.74
TP1074,C407,CMP13,2024-04-18 17:00:00,2024-04-18,3,7,In-Store,offline_store,offline,CMP13_social_media,Conversion,Tablet,166,4,42,0.73,-0.69,0.86,0.03,0.88,1.84
TP1359,C407,CMP03,2024-05-09 09:15:00,2024-05-09,4,7,Web,website,web_referral,CMP03_influencer,Awareness,Desktop,906,4,182,0.49,0.18,0.26,0.77,0.73,1.75
TP1220,C407,CMP07,2024-05-16 18:53:00,2024-05-16,5,7,Social,social_media,paid_social,CMP07_email,Consideration,Tablet,233,1,183,0.03,0.96,0.6,0.99,0.5,4.36
TP1561,C407,CMP08,2024-05-27 16:50:00,2024-05-27,6,7,Social,social_media,paid_social,CMP08_search,Awareness,Tablet,475,9,14,0.93,-0.12,0.29,0.07,0.66,9.07
TP200,C407,CMP11,2024-06-20 16:31:00,2024-06-20,7,7,Mobile,mobile_app,mobile_push,CMP11_display,Conversion,Desktop,289,3,37,0.7,0.9,0.46,0.68,0.46,0.85
TP1305,C408,CMP11,2024-03-11 01:49:00,2024-03-11,1,6,Email,email,email,CMP11_display,Awareness,Tablet,476,2,192,0.56,0.69,0.27,0.17,0.48,3.8
TP521,C408,CMP11,2024-03-18 08:57:00,2024-03-18,2,6,In-Store,offline_store,offline,CMP11_display,Retention,Tablet,226,10,37,0.22,0.58,0.39,0.26,0.63,3.42
TP745,C408,CMP05,2024-04-12 11:45:00,2024-04-12,3,6,Social,social_media,paid_social,CMP05_email,Awareness,Tablet,815,4,191,0.82,-0.21,0.62,0.25,0.61,6.11
TP1375,C408,CMP14,2024-05-12 18:15:00,2024-05-12,4,6,In-Store,offline_store,offline,CMP14_email,Conversion,Mobile,786,3,13,0.11,-0.52,0.96,0.58,0.65,1.14
TP944,C408,CMP19,2024-05-16 16:38:00,2024-05-16,5,6,Mobile,mobile_app,mobile_push,CMP19_social_media,Retention,Tablet,90,7,28,0.81,-0.03,0.61,0.83,0.88,2.56
TP380,C408,CMP03,2024-06-04 02:44:00,2024-06-04,6,6,Mobile,mobile_app,mobile_push,CMP03_influencer,Conversion,Desktop,655,0,184,0.85,-0.27,0.04,0.57,0.31,4.8
TP2016,C409,CMP06,2024-03-20 10:31:00,2024-03-20,1,6,Web,website,web_referral,CMP06_display,Conversion,Tablet,899,5,22,0.98,-0.2,0.66,0.7,0.47,5.95
TP520,C409,CMP08,2024-03-31 00:12:00,2024-03-31,2,6,In-Store,offline_store,offline,CMP08_search,Retention,Desktop,263,4,52,0.19,-0.3,0.88,0.2,0.9,1.32
TP2057,C409,CMP09,2024-04-07 10:00:00,2024-04-07,3,6,Email,email,email,CMP09_social_media,Consideration,Mobile,247,10,134,0.21,0.59,0.62,0.61,0.94,7.73
TP982,C409,CMP15,2024-04-30 03:48:00,2024-04-30,4,6,Email,email,email,CMP15_display,Consideration,Mobile,968,5,91,0.84,-0.23,0.94,0.49,0.27,4.79
TP896,C409,CMP01,2024-05-08 23:05:00,2024-05-08,5,6,Email,email,email,CMP01_email,Consideration,Mobile,1049,10,79,0.46,-0.81,0.9,0.94,0.08,2.35
TP2170,C409,CMP14,2024-06-18 11:16:00,2024-06-18,6,6,Web,website,web_referral,CMP14_email,Consideration,Mobile,110,8,131,0.39,0.74,0.03,0.88,0.14,9.8
TP1954,C410,CMP16,2024-03-23 13:51:00,2024-03-23,1,7,Email,email,email,CMP16_social_media,Conversion,Tablet,1130,2,14,0.34,-0.39,0.57,0.77,0.39,1.73
TP1332,C410,CMP12,2024-03-27 11:06:00,2024-03-27,2,7,Social,social_media,paid_social,CMP12_influencer,Retention,Tablet,586,0,138,0.49,-0.81,0.43,0.24,0.82,3.81
TP120,C410,CMP01,2024-04-04 15:53:00,2024-04-04,3,7,Email,email,email,CMP01_email,Retention,Desktop,495,4,153,0.1,0.04,0.43,0.17,0.55,0.84
TP2548,C410,CMP03,2024-04-17 19:23:00,2024-04-17,4,7,Social,social_media,paid_social,CMP03_influencer,Conversion,Desktop,1063,7,34,0.56,-0.92,0.33,0.95,0.34,4.26
TP1845,C410,CMP04,2024-04-30 07:39:00,2024-04-30,5,7,In-Store,offline_store,offline,CMP04_display,Awareness,Desktop,486,8,27,0.7,-0.44,0.06,0.45,0.07,8.79
TP1416,C410,CMP14,2024-05-01 16:53:00,2024-05-01,6,7,Social,social_media,paid_social,CMP14_email,Retention,Desktop,127,3,48,0.05,0.74,0.83,0.14,0.5,7.46
TP723,C410,CMP11,2024-06-26 15:44:00,2024-06-26,7,7,In-Store,offline_store,offline,CMP11_display,Awareness,Mobile,1160,4,33,0.24,-0.41,0.04,0.87,0.37,6.58
TP1464,C411,CMP15,2024-03-07 15:18:00,2024-03-07,1,6,Mobile,mobile_app,mobile_push,CMP15_display,Retention,Mobile,531,7,74,0.86,-0.36,0.15,0.88,0.63,5.36
TP1503,C411,CMP17,2024-04-03 11:52:00,2024-04-03,2,6,In-Store,offline_store,offline,CMP17_display,Conversion,Desktop,562,10,49,0.61,-0.42,0.78,0.1,0.08,5.75
TP962,C411,CMP07,2024-04-05 02:57:00,2024-04-05,3,6,Web,website,web_referral,CMP07_email,Conversion,Mobile,84,6,134,0.86,-0.68,0.93,0.26,0.3,9.43
TP1471,C411,CMP02,2024-04-06 11:57:00,2024-04-06,4,6,Email,email,email,CMP02_email,Conversion,Tablet,73,8,55,0.64,0.25,0.73,0.63,0.86,2.57
TP246,C411,CMP09,2024-04-19 22:12:00,2024-04-19,5,6,Web,website,web_referral,CMP09_social_media,Awareness,Desktop,103,3,94,0.17,0.27,0.66,0.57,0.13,5.14
TP1176,C411,CMP10,2024-06-23 12:46:00,2024-06-23,6,6,Social,social_media,paid_social,CMP10_email,Retention,Mobile,1085,9,167,0.35,-0.65,0.4,0.83,0.51,2.14
TP2291,C412,CMP19,2024-04-30 13:17:00,2024-04-30,1,2,Social,social_media,paid_social,CMP19_social_media,Consideration,Desktop,1186,4,189,0.8,0.92,0.91,0.32,0.44,3.69
TP2590,C412,CMP08,2024-06-28 12:07:00,2024-06-28,2,2,Email,email,email,CMP08_search,Awareness,Mobile,457,9,41,0.19,0.67,0.61,0.45,0.76,8.07
TP1679,C413,CMP14,2024-03-11 11:50:00,2024-03-11,1,3,Mobile,mobile_app,mobile_push,CMP14_email,Conversion,Tablet,197,2,26,0.04,-0.96,0.42,0.62,0.28,7.66
TP735,C413,CMP06,2024-03-30 19:36:00,2024-03-30,2,3,Web,website,web_referral,CMP06_display,Conversion,Mobile,128,5,149,0.69,0.07,0.52,0.77,0.27,8.62
TP971,C413,CMP15,2024-05-18 04:03:00,2024-05-18,3,3,Web,website,web_referral,CMP15_display,Consideration,Tablet,596,2,134,0.49,-0.91,0.53,0.05,0.75,8.12
TP026,C414,CMP07,2024-03-29 17:13:00,2024-03-29,1,5,Web,website,web_referral,CMP07_email,Consideration,Mobile,143,8,140,0.81,-0.53,0.04,0.09,0.13,6.98
TP2495,C414,CMP03,2024-04-24 20:49:00,2024-04-24,2,5,Email,email,email,CMP03_influencer,Conversion,Mobile,957,7,167,0.22,0.53,0.18,0.26,0.42,4.53
TP2030,C414,CMP16,2024-05-18 23:15:00,2024-05-18,3,5,Web,website,web_referral,CMP16_social_media,Awareness,Tablet,279,5,140,0.72,-0.39,0.53,0.92,0.54,4.88
TP2284,C414,CMP13,2024-06-15 00:39:00,2024-06-15,4,5,Social,social_media,paid_social,CMP13_social_media,Retention,Tablet,800,7,108,0.66,-0.64,0.57,0.74,0.7,3.17
TP2056,C414,CMP04,2024-06-15 03:36:00,2024-06-15,5,5,Mobile,mobile_app,mobile_push,CMP04_display,Conversion,Desktop,927,0,199,0.16,-0.59,0.24,0.69,0.42,6.46
TP863,C415,CMP11,2024-04-02 06:59:00,2024-04-02,1,4,Social,social_media,paid_social,CMP11_display,Conversion,Tablet,606,9,186,0.56,-0.28,0.41,0.91,0.07,1.26
TP349,C415,CMP12,2024-04-05 06:52:00,2024-04-05,2,4,Mobile,mobile_app,mobile_push,CMP12_influencer,Awareness,Desktop,1011,6,101,0.62,-0.75,0.4,0.57,0.27,8.84
TP2256,C415,CMP05,2024-05-15 13:47:00,2024-05-15,3,4,Mobile,mobile_app,mobile_push,CMP05_email,Consideration,Mobile,320,3,178,0.62,-0.6,0.08,0.08,0.07,6.01
TP927,C415,CMP06,2024-06-07 08:37:00,2024-06-07,4,4,In-Store,offline_store,offline,CMP06_display,Conversion,Tablet,411,8,100,0.14,0.17,0.75,0.52,0.35,9.5
TP2336,C416,CMP07,2024-03-27 07:31:00,2024-03-27,1,6,Web,website,web_referral,CMP07_email,Conversion,Desktop,1183,6,193,0.49,0.51,0.81,0.82,0.42,1.44
TP2487,C416,CMP18,2024-04-20 03:56:00,2024-04-20,2,6,Mobile,mobile_app,mobile_push,CMP18_influencer,Retention,Tablet,316,3,140,0.23,0.83,0.74,0.72,0.18,4.22
TP296,C416,CMP14,2024-04-27 08:47:00,2024-04-27,3,6,Web,website,web_referral,CMP14_email,Awareness,Tablet,733,2,196,0.22,0.69,0.62,0.68,0.15,1.56
TP2036,C416,CMP01,2024-05-17 04:55:00,2024-05-17,4,6,Mobile,mobile_app,mobile_push,CMP01_email,Conversion,Mobile,779,2,147,0.1,-0.89,0.99,0.86,0.97,2.83
TP479,C416,CMP05,2024-05-25 01:54:00,2024-05-25,5,6,Social,social_media,paid_social,CMP05_email,Conversion,Mobile,852,5,155,0.1,0.94,0.62,0.27,0.39,1.45
TP2526,C416,CMP15,2024-06-29 13:01:00,2024-06-29,6,6,Social,social_media,paid_social,CMP15_display,Retention,Desktop,804,6,189,0.57,0.06,0.89,0.19,0.93,6.68
TP898,C417,CMP05,2024-03-01 09:41:00,2024-03-01,1,8,Social,social_media,paid_social,CMP05_email,Awareness,Desktop,667,1,9,0.27,-0.53,0.25,0.49,0.98,7.14
TP508,C417,CMP13,2024-03-23 12:36:00,2024-03-23,2,8,In-Store,offline_store,offline,CMP13_social_media,Consideration,Tablet,1172,6,73,0.91,-0.67,0.97,0.08,0.82,3.25
TP703,C417,CMP16,2024-05-05 16:31:00,2024-05-05,3,8,In-Store,offline_store,offline,CMP16_social_media,Consideration,Mobile,862,10,58,0.82,-0.86,0.79,0.65,0.79,9.23
TP2496,C417,CMP13,2024-05-11 14:44:00,2024-05-11,4,8,Web,website,web_referral,CMP13_social_media,Awareness,Mobile,443,0,33,0.61,-0.46,0.41,0.72,0.07,9.72
TP966,C417,CMP08,2024-05-15 00:20:00,2024-05-15,5,8,In-Store,offline_store,offline,CMP08_search,Awareness,Tablet,671,0,195,0.16,0.43,0.78,0.38,0.78,2.28
TP695,C417,CMP17,2024-05-22 16:12:00,2024-05-22,6,8,In-Store,offline_store,offline,CMP17_display,Conversion,Tablet,158,7,151,0.01,0.48,0.0,0.39,0.07,8.11
TP1009,C417,CMP07,2024-06-04 12:32:00,2024-06-04,7,8,Web,website,web_referral,CMP07_email,Awareness,Desktop,828,1,18,0.24,0.54,0.31,0.09,0.09,9.52
TP336,C417,CMP02,2024-06-18 19:53:00,2024-06-18,8,8,Social,social_media,paid_social,CMP02_email,Retention,Desktop,875,7,99,0.02,-0.68,0.86,0.44,0.93,0.8
TP1601,C418,CMP17,2024-03-21 17:34:00,2024-03-21,1,6,Mobile,mobile_app,mobile_push,CMP17_display,Retention,Mobile,175,9,47,0.33,-0.16,0.56,0.42,0.74,5.87
TP726,C418,CMP16,2024-04-23 13:35:00,2024-04-23,2,6,Email,email,email,CMP16_social_media,Awareness,Mobile,998,10,68,0.95,0.24,0.15,0.31,0.87,7.62
TP1391,C418,CMP08,2024-04-28 18:49:00,2024-04-28,3,6,Social,social_media,paid_social,CMP08_search,Conversion,Tablet,947,4,137,0.4,-0.79,0.39,0.21,0.64,3.04
TP157,C418,CMP15,2024-05-15 04:33:00,2024-05-15,4,6,Email,email,email,CMP15_display,Awareness,Mobile,303,5,53,0.46,-0.22,0.73,0.07,0.92,3.1
TP2630,C418,CMP06,2024-05-16 11:53:00,2024-05-16,5,6,Web,website,web_referral,CMP06_display,Conversion,Tablet,663,9,25,0.43,-0.7,0.0,0.69,0.51,8.19
TP1718,C418,CMP12,2024-06-14 18:07:00,2024-06-14,6,6,Email,email,email,CMP12_influencer,Retention,Mobile,1019,8,145,0.68,-1.0,0.18,0.12,0.29,9.57
TP1377,C419,CMP18,2024-03-23 20:20:00,2024-03-23,1,3,Web,website,web_referral,CMP18_influencer,Awareness,Desktop,850,4,143,0.09,-0.81,0.87,0.54,0.33,5.87
TP2141,C419,CMP11,2024-03-31 20:26:00,2024-03-31,2,3,Email,email,email,CMP11_display,Consideration,Tablet,283,8,107,0.68,-0.43,0.13,0.71,0.48,2.92
TP145,C419,CMP06,2024-06-29 01:39:00,2024-06-29,3,3,Web,website,web_referral,CMP06_display,Consideration,Tablet,204,1,114,0.7,0.04,0.84,0.71,0.87,9.37
TP1507,C420,CMP19,2024-03-19 10:40:00,2024-03-19,1,9,In-Store,offline_store,offline,CMP19_social_media,Awareness,Mobile,164,10,112,0.95,-0.77,0.16,0.88,0.68,3.13
TP084,C420,CMP11,2024-04-02 10:22:00,2024-04-02,2,9,Social,social_media,paid_social,CMP11_display,Conversion,Mobile,572,3,65,0.7,0.76,0.1,0.05,0.81,8.56
TP737,C420,CMP13,2024-04-10 06:25:00,2024-04-10,3,9,Email,email,email,CMP13_social_media,Retention,Mobile,231,1,9,0.74,-0.13,0.02,0.84,0.17,4.72
TP385,C420,CMP11,2024-04-11 11:47:00,2024-04-11,4,9,Web,website,web_referral,CMP11_display,Consideration,Mobile,905,3,185,0.65,-0.12,0.51,0.46,0.29,4.19
TP1568,C420,CMP12,2024-04-23 22:13:00,2024-04-23,5,9,Web,website,web_referral,CMP12_influencer,Consideration,Tablet,998,4,70,1.0,-0.41,0.19,0.46,0.11,2.72
TP2623,C420,CMP19,2024-04-27 14:54:00,2024-04-27,6,9,Mobile,mobile_app,mobile_push,CMP19_social_media,Awareness,Desktop,515,4,169,0.53,0.15,0.3,0.32,0.17,7.76
TP2631,C420,CMP06,2024-05-05 20:34:00,2024-05-05,7,9,In-Store,offline_store,offline,CMP06_display,Consideration,Mobile,301,0,33,0.98,-0.62,0.67,0.05,0.51,6.59
TP326,C420,CMP03,2024-05-23 17:24:00,2024-05-23,8,9,Web,website,web_referral,CMP03_influencer,Retention,Desktop,986,0,32,0.64,0.3,0.52,0.39,0.9,7.83
TP1465,C420,CMP04,2024-06-11 05:49:00,2024-06-11,9,9,In-Store,offline_store,offline,CMP04_display,Retention,Mobile,1186,10,58,0.31,-0.22,0.08,0.49,0.21,1.43
TP899,C422,CMP16,2024-03-03 16:18:00,2024-03-03,1,9,Mobile,mobile_app,mobile_push,CMP16_social_media,Awareness,Desktop,296,4,173,0.76,0.26,0.8,0.82,0.25,8.01
TP848,C422,CMP15,2024-03-05 22:30:00,2024-03-05,2,9,In-Store,offline_store,offline,CMP15_display,Conversion,Tablet,461,6,60,0.31,-0.74,0.34,0.98,0.69,9.19
TP1818,C422,CMP15,2024-03-06 11:24:00,2024-03-06,3,9,Social,social_media,paid_social,CMP15_display,Retention,Desktop,927,3,119,0.06,-0.06,0.58,0.08,0.82,4.09
TP1432,C422,CMP08,2024-03-15 00:25:00,2024-03-15,4,9,Email,email,email,CMP08_search,Consideration,Desktop,653,5,39,0.27,0.42,0.94,0.91,0.4,2.54
TP2238,C422,CMP15,2024-04-17 12:36:00,2024-04-17,5,9,Email,email,email,CMP15_display,Retention,Mobile,1171,2,72,0.61,-0.78,0.31,0.83,0.86,8.75
TP2387,C422,CMP12,2024-05-16 22:24:00,2024-05-16,6,9,In-Store,offline_store,offline,CMP12_influencer,Conversion,Mobile,843,4,156,0.82,0.23,0.28,0.1,0.44,2.88
TP1766,C422,CMP03,2024-05-23 14:17:00,2024-05-23,7,9,Web,website,web_referral,CMP03_influencer,Retention,Desktop,744,3,135,0.94,-0.72,0.92,0.48,0.78,2.49
TP1083,C422,CMP06,2024-06-15 20:47:00,2024-06-15,8,9,Email,email,email,CMP06_display,Awareness,Mobile,720,4,89,0.16,0.28,0.39,0.35,0.21,6.8
TP386,C422,CMP15,2024-06-18 15:07:00,2024-06-18,9,9,Web,website,web_referral,CMP15_display,Awareness,Tablet,991,10,109,0.06,-0.41,0.05,0.42,0.47,8.38
TP888,C423,CMP03,2024-05-20 20:59:00,2024-05-20,1,3,Web,website,web_referral,CMP03_influencer,Awareness,Mobile,1110,5,195,0.34,0.42,0.36,0.92,0.34,0.64
TP1986,C423,CMP14,2024-06-23 12:04:00,2024-06-23,2,3,Web,website,web_referral,CMP14_email,Consideration,Mobile,1077,7,148,0.76,-0.06,0.97,0.66,0.2,1.75
TP815,C423,CMP07,2024-06-28 05:44:00,2024-06-28,3,3,In-Store,offline_store,offline,CMP07_email,Awareness,Tablet,646,0,172,0.95,-0.23,0.31,0.25,0.76,4.07
TP2486,C424,CMP18,2024-04-04 06:27:00,2024-04-04,1,7,Email,email,email,CMP18_influencer,Awareness,Desktop,429,9,18,0.15,-0.7,0.83,0.69,0.84,3.09
TP1262,C424,CMP10,2024-04-18 08:28:00,2024-04-18,2,7,Social,social_media,paid_social,CMP10_email,Consideration,Mobile,314,7,171,0.19,0.79,0.5,0.84,0.76,6.51
TP1660,C424,CMP11,2024-04-27 18:13:00,2024-04-27,3,7,Email,email,email,CMP11_display,Consideration,Tablet,428,1,96,0.07,-0.61,0.16,0.83,0.61,7.05
TP337,C424,CMP08,2024-05-19 08:32:00,2024-05-19,4,7,Social,social_media,paid_social,CMP08_search,Conversion,Tablet,469,6,98,0.16,0.38,0.7,0.52,0.07,6.49
TP2004,C424,CMP07,2024-05-22 05:39:00,2024-05-22,5,7,Email,email,email,CMP07_email,Conversion,Mobile,359,2,163,0.05,0.81,0.22,0.4,0.81,5.76
TP1577,C424,CMP12,2024-06-25 06:46:00,2024-06-25,6,7,Web,website,web_referral,CMP12_influencer,Awareness,Desktop,304,3,49,0.05,-0.52,0.84,0.36,0.21,8.61
TP581,C424,CMP13,2024-06-28 03:36:00,2024-06-28,7,7,In-Store,offline_store,offline,CMP13_social_media,Retention,Mobile,1184,0,92,0.0,-0.3,0.56,0.61,0.59,2.37
TP1589,C425,CMP03,2024-03-21 00:06:00,2024-03-21,1,4,Social,social_media,paid_social,CMP03_influencer,Conversion,Tablet,1135,4,47,0.73,0.29,0.73,0.78,0.12,1.49
TP2122,C425,CMP01,2024-03-30 20:59:00,2024-03-30,2,4,Email,email,email,CMP01_email,Consideration,Tablet,907,8,195,0.49,-0.26,0.32,0.58,0.52,5.51
TP2466,C425,CMP18,2024-05-20 07:45:00,2024-05-20,3,4,Social,social_media,paid_social,CMP18_influencer,Consideration,Desktop,1165,8,71,0.63,0.2,0.69,0.41,0.73,7.05
TP1267,C425,CMP03,2024-06-27 18:16:00,2024-06-27,4,4,Email,email,email,CMP03_influencer,Conversion,Desktop,961,2,130,0.21,0.01,0.39,0.07,0.47,8.86
TP2634,C426,CMP13,2024-03-07 14:31:00,2024-03-07,1,3,In-Store,offline_store,offline,CMP13_social_media,Conversion,Desktop,835,0,15,0.58,0.78,0.79,0.24,0.6,8.48
TP2022,C426,CMP02,2024-03-21 13:24:00,2024-03-21,2,3,Social,social_media,paid_social,CMP02_email,Consideration,Desktop,773,9,40,0.48,0.04,0.49,0.19,0.97,1.28
TP2249,C426,CMP13,2024-05-27 16:39:00,2024-05-27,3,3,Social,social_media,paid_social,CMP13_social_media,Awareness,Mobile,278,5,159,0.17,-0.05,0.57,0.05,0.28,6.6
TP1605,C427,CMP15,2024-04-06 05:06:00,2024-04-06,1,4,Web,website,web_referral,CMP15_display,Awareness,Mobile,872,3,171,0.94,0.82,0.93,0.56,0.27,7.04
TP2091,C427,CMP08,2024-04-09 09:46:00,2024-04-09,2,4,Mobile,mobile_app,mobile_push,CMP08_search,Retention,Mobile,866,7,134,0.46,0.77,0.19,0.2,0.27,0.8
TP698,C427,CMP13,2024-04-27 08:32:00,2024-04-27,3,4,Email,email,email,CMP13_social_media,Consideration,Tablet,414,6,125,0.99,0.38,0.92,0.57,0.86,6.47
TP1905,C427,CMP16,2024-05-06 21:25:00,2024-05-06,4,4,Mobile,mobile_app,mobile_push,CMP16_social_media,Conversion,Mobile,773,0,188,0.8,-0.34,0.65,0.96,0.33,0.73
