campaign_id,campaign_num,utm_campaign,touchpoint_clicks,touchpoint_impressions,touchpoint_marketing_cost,campaign_type,campaign_duration,campaign_channel_used,campaign_location,campaign_language,campaign_dataset_date,performance_campaign_id,campaign_start_date,campaign_end_date,performance_impressions,performance_clicks,campaign_total_cost_usd,campaign_total_revenue_usd,customer_id,touchpoint_id
CMP14,14,CMP14_email,6,142,1.34,Email,45 days,Instagram,New York,German,14-01-2021,CAMP00014,26-12-2025,31-12-2025,207001,14356,2479.11,2827.93,C357,TP2376
CMP02,2,CMP02_email,6,199,6.38,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C357,TP958
CMP13,13,CMP13_social_media,8,141,2.17,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C357,TP2159
CMP17,17,CMP17_display,3,11,6.26,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C357,TP659
CMP02,2,CMP02_email,10,104,6.41,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C358,TP942
CMP03,3,CMP03_influencer,7,146,6.32,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C358,TP1023
CMP10,10,CMP10_email,4,159,0.51,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C359,TP243
CMP13,13,CMP13_social_media,2,6,4.99,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C359,TP2058
CMP02,2,CMP02_email,3,16,3.45,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C359,TP181
CMP19,19,CMP19_social_media,4,74,7.28,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C359,TP1796
CMP10,10,CMP10_email,3,143,1.34,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C359,TP2524
CMP06,6,CMP06_display,2,59,9.18,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C359,TP1681
CMP11,11,CMP11_display,8,119,9.05,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C359,TP2504
CMP13,13,CMP13_social_media,2,182,2.56,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C360,TP341
CMP05,5,CMP05_email,0,114,1.81,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C360,TP018
CMP12,12,CMP12_influencer,1,98,1.08,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C360,TP1517
CMP01,1,CMP01_email,8,27,0.77,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C360,TP1141
CMP08,8,CMP08_search,7,175,2.6,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C360,TP1639
CMP13,13,CMP13_social_media,3,42,6.98,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C360,TP492
CMP09,9,CMP09_social_media,8,7,2.85,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C360,TP2273
CMP07,7,CMP07_email,7,60,3.54,Email,60 days,Website,Los Angeles,Spanish,07-01-2021,CAMP00007,21-01-2025,05-02-2025,174231,2160,1999.53,3306.37,C360,TP2515
CMP03,3,CMP03_influencer,0,68,8.87,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C360,TP166
CMP18,18,CMP18_influencer,1,50,5.91,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C360,TP086
CMP10,10,CMP10_email,10,177,6.07,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C361,TP768
CMP16,16,CMP16_social_media,3,46,0.65,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C361,TP887
CMP18,18,CMP18_influencer,5,12,8.9,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C361,TP2587
CMP08,8,CMP08_search,7,191,9.32,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C361,TP1404
CMP03,3,CMP03_influencer,9,87,6.6,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C361,TP1631
CMP08,8,CMP08_search,1,132,5.4,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C362,TP2554
CMP04,4,CMP04_display,1,5,6.29,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C362,TP1828
CMP09,9,CMP09_social_media,8,54,2.72,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C363,TP2230
CMP07,7,CMP07_email,9,96,6.92,Email,60 days,Website,Los Angeles,Spanish,07-01-2021,CAMP00007,21-01-2025,05-02-2025,174231,2160,1999.53,3306.37,C363,TP2252
CMP12,12,CMP12_influencer,3,52,0.56,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C363,TP1525
CMP05,5,CMP05_email,4,111,5.12,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C363,TP1222
CMP18,18,CMP18_influencer,9,175,6.85,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C363,TP1854
CMP12,12,CMP12_influencer,10,63,8.85,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C364,TP052
CMP02,2,CMP02_email,5,157,3.59,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C364,TP1607
CMP01,1,CMP01_email,5,156,8.79,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C364,TP1775
CMP19,19,CMP19_social_media,5,13,9.09,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C364,TP866
CMP03,3,CMP03_influencer,9,32,2.52,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C364,TP2008
CMP16,16,CMP16_social_media,7,175,8.85,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C364,TP2613
CMP14,14,CMP14_email,2,1,3.98,Email,45 days,Instagram,New York,German,14-01-2021,CAMP00014,26-12-2025,31-12-2025,207001,14356,2479.11,2827.93,C365,TP2279
CMP04,4,CMP04_display,10,1,3.92,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C365,TP432
CMP06,6,CMP06_display,9,123,2.46,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C365,TP989
CMP03,3,CMP03_influencer,7,30,7.92,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C365,TP1211
CMP11,11,CMP11_display,2,3,1.48,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C365,TP1489
CMP15,15,CMP15_display,0,54,1.73,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C365,TP1892
CMP19,19,CMP19_social_media,1,51,5.74,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C365,TP1956
CMP17,17,CMP17_display,4,159,8.56,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C365,TP852
CMP16,16,CMP16_social_media,9,123,3.01,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C365,TP1277
CMP09,9,CMP09_social_media,7,113,7.25,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C365,TP574
CMP12,12,CMP12_influencer,1,72,6.55,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C366,TP2456
CMP12,12,CMP12_influencer,2,104,2.44,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C366,TP1037
CMP17,17,CMP17_display,1,178,8.63,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C366,TP2116
CMP14,14,CMP14_email,2,119,8.97,Email,45 days,Instagram,New York,German,14-01-2021,CAMP00014,26-12-2025,31-12-2025,207001,14356,2479.11,2827.93,C366,TP398
CMP13,13,CMP13_social_media,2,36,6.58,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C366,TP1687
CMP05,5,CMP05_email,7,164,8.01,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C367,TP075
CMP08,8,CMP08_search,9,10,7.53,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C367,TP117
CMP05,5,CMP05_email,3,91,8.8,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C367,TP443
CMP05,5,CMP05_email,8,52,4.12,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C367,TP795
CMP19,19,CMP19_social_media,0,52,9.02,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C367,TP2334
CMP12,12,CMP12_influencer,4,94,1.24,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C368,TP774
CMP05,5,CMP05_email,5,152,5.94,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C369,TP1263
CMP04,4,CMP04_display,1,52,2.52,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C369,TP762
CMP01,1,CMP01_email,5,5,1.03,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C369,TP895
CMP05,5,CMP05_email,7,66,3.21,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C369,TP1316
CMP03,3,CMP03_influencer,9,132,2.96,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C369,TP1045
CMP01,1,CMP01_email,3,164,0.85,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C369,TP359
CMP10,10,CMP10_email,8,163,9.18,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C369,TP771
CMP08,8,CMP08_search,10,22,7.43,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C370,TP1625
CMP13,13,CMP13_social_media,9,50,2.35,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C370,TP1787
CMP10,10,CMP10_email,3,4,7.75,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C370,TP585
CMP15,15,CMP15_display,9,138,2.91,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C370,TP2528
CMP16,16,CMP16_social_media,10,97,8.22,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C371,TP1859
CMP09,9,CMP09_social_media,4,113,1.79,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C371,TP424
CMP15,15,CMP15_display,9,103,9.58,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C371,TP1665
CMP13,13,CMP13_social_media,8,132,9.55,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C371,TP535
CMP16,16,CMP16_social_media,1,197,2.17,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C371,TP2636
CMP14,14,CMP14_email,4,57,8.08,Email,45 days,Instagram,New York,German,14-01-2021,CAMP00014,26-12-2025,31-12-2025,207001,14356,2479.11,2827.93,C371,TP1129
CMP11,11,CMP11_display,8,54,4.13,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C371,TP1216
CMP07,7,CMP07_email,6,20,6.75,Email,60 days,Website,Los Angeles,Spanish,07-01-2021,CAMP00007,21-01-2025,05-02-2025,174231,2160,1999.53,3306.37,C371,TP978
CMP10,10,CMP10_email,3,63,8.17,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C371,TP1576
CMP15,15,CMP15_display,9,150,0.53,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C371,TP1228
CMP09,9,CMP09_social_media,10,180,9.11,Social Media,15 days,Facebook,Chicago,German,09-01-2021,CAMP00009,02-05-2025,08-05-2025,209438,2474,2385.72,2800.53,C371,TP1975
CMP10,10,CMP10_email,10,117,8.93,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C372,TP2357
CMP15,15,CMP15_display,5,36,3.81,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C372,TP1985
CMP10,10,CMP10_email,3,86,8.46,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C372,TP576
CMP04,4,CMP04_display,8,36,6.0,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C372,TP308
CMP15,15,CMP15_display,4,82,4.28,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C373,TP619
CMP16,16,CMP16_social_media,7,38,6.05,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C373,TP460
CMP02,2,CMP02_email,6,108,8.93,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C373,TP016
CMP05,5,CMP05_email,7,84,7.0,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C373,TP797
CMP19,19,CMP19_social_media,5,7,1.84,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C373,TP2113
CMP15,15,CMP15_display,2,89,8.92,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C373,TP1387
CMP12,12,CMP12_influencer,0,143,1.61,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C373,TP929
CMP18,18,CMP18_influencer,2,139,5.39,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C373,TP946
CMP08,8,CMP08_search,8,198,9.44,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C374,TP1137
CMP19,19,CMP19_social_media,1,61,2.73,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C374,TP257
CMP01,1,CMP01_email,7,89,9.94,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C374,TP911
CMP02,2,CMP02_email,6,17,9.26,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C374,TP931
CMP03,3,CMP03_influencer,9,56,8.82,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C374,TP2311
CMP04,4,CMP04_display,6,159,6.51,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C374,TP1944
CMP03,3,CMP03_influencer,3,167,5.23,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C374,TP993
CMP08,8,CMP08_search,7,11,2.04,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C375,TP2353
CMP16,16,CMP16_social_media,5,189,1.56,Social Media,60 days,YouTube,New York,German,16-01-2021,CAMP00016,11-05-2025,24-05-2025,159957,8149,4229.14,8648.05,C375,TP2512
CMP13,13,CMP13_social_media,5,180,6.84,Social Media,60 days,Facebook,Chicago,Mandarin,13-01-2021,CAMP00013,10-04-2025,15-04-2025,194692,11436,973.85,2310.62,C375,TP426
CMP17,17,CMP17_display,7,150,2.71,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C376,TP736
CMP18,18,CMP18_influencer,7,156,9.71,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C376,TP2125
CMP18,18,CMP18_influencer,10,128,3.7,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C376,TP2067
CMP03,3,CMP03_influencer,7,178,4.08,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C376,TP1388
CMP10,10,CMP10_email,0,131,0.65,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C376,TP2011
CMP18,18,CMP18_influencer,7,69,2.27,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C376,TP1544
CMP15,15,CMP15_display,8,149,2.74,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C377,TP2083
CMP07,7,CMP07_email,1,198,6.55,Email,60 days,Website,Los Angeles,Spanish,07-01-2021,CAMP00007,21-01-2025,05-02-2025,174231,2160,1999.53,3306.37,C377,TP2475
CMP10,10,CMP10_email,5,31,4.2,Email,15 days,Instagram,Los Angeles,English,10-01-2021,CAMP00010,03-08-2025,16-08-2025,195376,2474,1142.07,2323.19,C377,TP235
CMP01,1,CMP01_email,8,171,7.94,Email,30 days,Google Ads,Chicago,Spanish,01-01-2021,CAMP00001,13-04-2025,19-04-2025,293520,23335,1052.39,2236.02,C377,TP2054
CMP05,5,CMP05_email,6,23,1.73,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C377,TP1280
CMP02,2,CMP02_email,3,62,0.65,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C378,TP2136
CMP17,17,CMP17_display,10,63,4.22,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C378,TP2422
CMP06,6,CMP06_display,8,200,7.61,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C378,TP1552
CMP08,8,CMP08_search,8,97,8.92,Search,45 days,Google Ads,Los Angeles,Mandarin,08-01-2021,CAMP00008,13-04-2025,26-04-2025,234598,21435,3793.91,7159.09,C378,TP1824
CMP12,12,CMP12_influencer,0,154,5.8,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C379,TP803
CMP12,12,CMP12_influencer,10,159,1.78,Influencer,60 days,Google Ads,Los Angeles,Mandarin,12-01-2021,CAMP00012,29-03-2025,06-04-2025,107304,7128,3882.92,7276.43,C379,TP1059
CMP02,2,CMP02_email,5,39,5.26,Email,60 days,Google Ads,New York,German,02-01-2021,CAMP00002,15-12-2025,24-12-2025,200340,15841,3964.9,11740.15,C379,TP1414
CMP07,7,CMP07_email,9,127,5.23,Email,60 days,Website,Los Angeles,Spanish,07-01-2021,CAMP00007,21-01-2025,05-02-2025,174231,2160,1999.53,3306.37,C379,TP1648
CMP04,4,CMP04_display,4,79,7.46,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C379,TP2139
CMP06,6,CMP06_display,0,198,2.79,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C379,TP147
CMP15,15,CMP15_display,6,153,8.28,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C379,TP2039
CMP15,15,CMP15_display,8,42,8.21,Display,45 days,Website,Chicago,Spanish,15-01-2021,CAMP00015,01-06-2025,06-06-2025,257862,23315,684.67,2001.69,C380,TP188
CMP14,14,CMP14_email,5,12,3.26,Email,45 days,Instagram,New York,German,14-01-2021,CAMP00014,26-12-2025,31-12-2025,207001,14356,2479.11,2827.93,C380,TP124
CMP06,6,CMP06_display,3,98,9.49,Display,15 days,Instagram,New York,German,06-01-2021,CAMP00006,08-07-2025,21-07-2025,177469,7979,3540.34,3885.94,C380,TP1689
CMP19,19,CMP19_social_media,5,20,3.12,Social Media,60 days,Google Ads,New York,French,19-01-2021,CAMP00019,15-09-2025,24-09-2025,260948,21678,4608.11,7497.56,C380,TP693
CMP05,5,CMP05_email,8,16,4.29,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C380,TP2386
CMP04,4,CMP04_display,7,158,6.31,Display,60 days,YouTube,Miami,Mandarin,04-01-2021,CAMP00004,17-04-2025,30-04-2025,156382,2672,1252.63,2209.74,C380,TP463
CMP11,11,CMP11_display,6,78,9.66,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C380,TP2092
CMP11,11,CMP11_display,4,88,6.25,Display,45 days,Email,New York,Spanish,11-01-2021,CAMP00011,27-11-2025,04-12-2025,53998,1343,2491.07,4360.88,C381,TP1745
CMP05,5,CMP05_email,5,43,5.02,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C381,TP2153
CMP05,5,CMP05_email,2,69,7.87,Email,15 days,YouTube,Los Angeles,Mandarin,05-01-2021,CAMP00005,13-03-2025,22-03-2025,285472,4155,4935.48,14111.31,C381,TP2327
CMP18,18,CMP18_influencer,10,161,7.73,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C382,TP1348
CMP03,3,CMP03_influencer,7,91,7.56,Influencer,30 days,YouTube,Los Angeles,French,03-01-2021,CAMP00003,28-09-2025,06-10-2025,239365,16478,1000.39,1902.24,C382,TP2024
CMP07,7,CMP07_email,6,60,2.43,Email,60 days,Website,Los Angeles,Spanish,07-01-2021,CAMP00007,21-01-2025,05-02-2025,174231,2160,1999.53,3306.37,C382,TP2614
CMP17,17,CMP17_display,0,108,8.72,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C382,TP2432
CMP17,17,CMP17_display,7,37,0.54,Display,45 days,Website,Houston,English,17-01-2021,CAMP00017,30-05-2025,14-06-2025,12103,168,4112.15,11010.78,C382,TP2368
CMP18,18,CMP18_influencer,1,52,5.11,Influencer,15 days,Instagram,Miami,French,18-01-2021,CAMP00018,05-11-2025,17-11-2025,281690,22173,3399.93,5565.65,C383,TP2539
